question,text
Did the Space Race use relay batons?,"Context1: Space Race: The Space Race was a 20th-century competition between two Cold War rivals, the United States and the Soviet Union, to achieve superior spaceflight
Question: Did the Space Race use relay batons?
Are follow up questions needed here: Yes.
Follow up: What is the Space Race?"
Did the Space Race use relay batons?,"Context1: Logic programming: Logic programming is a programming paradigm which is largely based on formal logic. Any program written in a logic programming language is a set of sentences  The declarative reading of logic programs can be used by a programmer to
Context2: New York City Police Department: Established on May 23, 1845, the NYPD is the largest, and one of the oldest, municipal police departments in the United States.
Question: Did the Space Race use relay batons?
Are follow up questions needed here: Yes.
Follow up: What is the Space Race?
Intermediate answer: The Space Race was a competition between the United States and the Soviet Union.
Follow up: What is a relay baton?"
Did the Space Race use relay batons?,"Context1: Mars Orbiter Mission: The Mars Orbiter Mission (MOM), unofficially termed as Mangalyaan, was a space probe orbiting Mars since 24 September 2014. It was launched on 5 November
Context2: The Great Space Race: The Great Space Race is a ZX Spectrum space-based combat and adventure game published in 1984 by British studio Legend.
Context3: Electronic dance music: Electronic dance music (EDM) is a broad range of percussive electronic music genres originally made for nightclubs, raves, and festivals.
Question: Did the Space Race use relay batons?
Are follow up questions needed here: Yes.
Follow up: What is the Space Race?
Intermediate answer: The Space Race was a competition between the United States and the Soviet Union.
Follow up: What is a relay baton?
Intermediate answer: A relay baton is a stick that is passed between runners.
Follow up: Did the Space Race involve runners?"
Did the Space Race use relay batons?,"Context1: Space Race: The Space Race was a 20th-century competition between two Cold War rivals, the United States and the Soviet Union, to achieve superior spaceflight
Context2: Tag team: The basic tag team match has two teams of two wrestlers facing off against each other. All standard rules for singles wrestling apply to a team match. However,
Context3: Relay race | Team Competition, Track & Field: Relay race, a track-and-field sport consisting of a set number of stages (legs), usually four, each leg run by a different member of a team.
Context4: Space Race: The Space Race was a 20th-century competition between two Cold War rivals, the United States and the Soviet Union, to achieve superior spaceflight
Question: Did the Space Race use relay batons?
Are follow up questions needed here: Yes.
Follow up: What is the Space Race?
Intermediate answer: The Space Race was a competition between the United States and the Soviet Union.
Follow up: What is a relay baton?
Intermediate answer: A relay baton is a stick that is passed between runners.
Follow up: Did the Space Race involve runners?
Intermediate answer: No.
So the final answer is: No.
###"
Is the letter D influenced by the shape of ancient doors?,"Context1: Origin of Hangul: The Korean alphabet (Hangul, 한글) is the native script of Korea, created in the mid fifteenth century by King Sejong, as both a complement and an
Question: Is the letter D influenced by the shape of ancient doors?
Are follow up questions needed here: Yes.
Follow up: What is the shape of ancient doors?"
Is the letter D influenced by the shape of ancient doors?,"Context1: D: D, or d, is the fourth letter in the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others
Context2: Pediment: Pediments are a form of gable in classical architecture, usually of a triangular shape. Pediments are placed above the horizontal structure of the cornice
Question: Is the letter D influenced by the shape of ancient doors?
Are follow up questions needed here: Yes.
Follow up: What is the shape of ancient doors?
Intermediate answer: Ancient doors are shaped like a rectangle.
Follow up: What is the shape of the letter D?"
Is the letter D influenced by the shape of ancient doors?,"Context1: D: D, or d, is the fourth letter in the Latin alphabet, used in the modern English alphabet, the alphabets of other western European languages and others
Context2: List of Japanese cooking utensils: The following items are common Japanese cooking tools used in preparing Japanese cuisine. For a list of general cooking tools see the list of food
Context3: International Phonetic Alphabet: The International Phonetic Alphabet (IPA) is an alphabetic system of phonetic notation based  Letters turned 180 degrees for suggestive shapes, such as ⟨ɐ ɔ ə ɟ ɓ ɥ ɾ
Question: Is the letter D influenced by the shape of ancient doors?
Are follow up questions needed here: Yes.
Follow up: What is the shape of ancient doors?
Intermediate answer: Ancient doors are shaped like a rectangle.
Follow up: What is the shape of the letter D?
Intermediate answer: The letter D is shaped like a rectangle.
So the final answer is: Yes.
###"
Did Johnny Carson win enough Emmy's to fill a carton if Emmy's were eggs?,"Context1: Atlantic cod: The Atlantic cod ( PL : cod; Gadus morhua) is a benthopelagic fish of the family Gadidae, widely consumed by humans. It is also commercially known as cod or
Question: Did Johnny Carson win enough Emmy's to fill a carton if Emmy's were eggs?
Are follow up questions needed here: Yes.
Follow up: How many Emmy's did Johnny Carson win?"
Did Johnny Carson win enough Emmy's to fill a carton if Emmy's were eggs?,"Context1: Johnny Carson: Carson received six Primetime Emmy Awards, the Television Academy's 1980 Governor's Award, and a 1985 Peabody Award. He was inducted into the Television Academy
Context2: six Primetime: Carson received six Primetime Emmy Awards, the Television Academy's 1980 Governor's Award, and a 1985 Peabody Award. He was inducted into the Television Academy Hall of Fame in 1987.
Question: Did Johnny Carson win enough Emmy's to fill a carton if Emmy's were eggs?
Are follow up questions needed here: Yes.
Follow up: How many Emmy's did Johnny Carson win?
Intermediate answer: Johnny Carson won 6 Emmy's.
Follow up: How many eggs can fit in a carton?"
Did Johnny Carson win enough Emmy's to fill a carton if Emmy's were eggs?,"Context1: Untitled: Air duct cleaning images, Thy pham facebook, Villa de matel gomez, Cabinet office japan wiki, Nuisance wildlife control nh, The beat of my heart song.
Context2: Untitled: We kehr for you inhaltsangabe john!  International photography awards honorable mention certificate?  Five fingers wiki ratings of insurance!
Context3: Egg carton: Standard egg cartons have room for 10 or 12 eggs, but they can come in a variety of sizes, holding from one to 30 eggs. Trays are usually used to store fresh eggs from farms or at farmers' markets.
Question: Did Johnny Carson win enough Emmy's to fill a carton if Emmy's were eggs?
Are follow up questions needed here: Yes.
Follow up: How many Emmy's did Johnny Carson win?
Intermediate answer: Johnny Carson won 6 Emmy's.
Follow up: How many eggs can fit in a carton?
Intermediate answer: A carton can hold 12 eggs.
Follow up: Is 6 greater than 12?"
Did Johnny Carson win enough Emmy's to fill a carton if Emmy's were eggs?,"Context1: Metallica: Metallica is an American heavy metal band. The band was formed in 1981 in Los Angeles by vocalist and guitarist James Hetfield and drummer Lars Ulrich,
Context2: Macaque: Males from all species can range from 41 to 70 cm (16 to 28 inches) in head and body length, and in weight from 5.5 to 18 kg (12.13 to 39.7 lb). Females can range from a weight of 2.4 to 13 kg (5.3 to 28.7 lb).
Context3: Cinco de Mayo: Cinco de Mayo (pronounced [ˈsiŋko ðe ˈmaʝo] in Mexico, Spanish for ""Fifth of May"") is a yearly celebration held on May 5 to celebrate Mexico's victory over the Second French Empire at the Battle of Puebla in 1862, led by General Ignacio Zaragoza.
Context4: Hot reading: Hot reading is a technique used when giving a psychic reading in stage magic performances, or in other contexts. In hot reading, the reader uses information
Question: Did Johnny Carson win enough Emmy's to fill a carton if Emmy's were eggs?
Are follow up questions needed here: Yes.
Follow up: How many Emmy's did Johnny Carson win?
Intermediate answer: Johnny Carson won 6 Emmy's.
Follow up: How many eggs can fit in a carton?
Intermediate answer: A carton can hold 12 eggs.
Follow up: Is 6 greater than 12?
Intermediate answer: No, 6 is less than 12.
So the final answer is: No.
###"
